,Unnamed: 0,raw_text,aspectTerms
251,251,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.","[{'term': 'customer support', 'polarity': 'positive'}]"
252,252,"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.","[{'term': 'screen', 'polarity': 'negative'}, {'term': 'cd drive', 'polarity': 'negative'}]"
253,253,It runs very quiet too which is a plus.,"[{'term': 'runs', 'polarity': 'positive'}]"
254,254,but it  has a major design flaw.,"[{'term': 'design', 'polarity': 'negative'}]"
255,255,"It was heavy,bulky, and hard to carry because of the size.","[{'term': 'size', 'polarity': 'negative'}]"
256,256,The games included are very good games.,"[{'term': 'games', 'polarity': 'neutral'}, {'term': 'games', 'polarity': 'positive'}]"
257,257,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.","[{'term': 'life', 'polarity': 'positive'}]"
258,258,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,"[{'term': 'warranty', 'polarity': 'negative'}]"
259,259,Sometimes you really have to tap the pad to get it to worki,"[{'term': 'pad', 'polarity': 'negative'}]"
260,260,It's super fast and a great value for the price!,"[{'term': 'value', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
261,261,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.","[{'term': 'system performance', 'polarity': 'negative'}, {'term': 'linux based os', 'polarity': 'negative'}]"
262,262,A mac is very easy to use and it simply makes sense.,"[{'term': 'use', 'polarity': 'positive'}]"
263,263,"however, I may have inadvertently thrown out one of the batteries with the shipping carton.","[{'term': 'batteries', 'polarity': 'neutral'}, {'term': 'shipping carton', 'polarity': 'neutral'}]"
264,264,It is so much easier to use,"[{'term': 'use', 'polarity': 'positive'}]"
265,265,There is no need to open a program first and the cliick open or import.,"[{'term': 'program', 'polarity': 'positive'}]"
266,266,It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,"[{'term': 'virus protection', 'polarity': 'positive'}]"
267,267,"Three weeks after I bought the netbook, the screen quit working.","[{'term': 'screen', 'polarity': 'negative'}]"
268,268,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","[{'term': 'processor', 'polarity': 'positive'}, {'term': 'OSX 16', 'polarity': 'positive'}, {'term': 'graphics', 'polarity': 'positive'}, {'term': 'hardware', 'polarity': 'neutral'}, {'term': 'software', 'polarity': 'neutral'}]"
269,269,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,"[{'term': 'Intel Core processors', 'polarity': 'neutral'}, {'term': 'HDMI port', 'polarity': 'neutral'}]"
270,270,"The Apple will run Internet Explorer, but at an amazingly slow rate.","[{'term': 'Internet Explorer', 'polarity': 'conflict'}]"
271,271,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","[{'term': 'staff', 'polarity': 'negative'}]"
272,272,"The price premium is a little much, but when you start looking at the features it is worth the added cash.","[{'term': 'price premium', 'polarity': 'negative'}, {'term': 'features', 'polarity': 'positive'}]"
273,273,I can't say enough of how satisfied I am with their product and help aftermarket.,"[{'term': 'product and help aftermarket', 'polarity': 'positive'}]"
274,274,Microsoft word was not on it andI had to buy it seperately.,"[{'term': 'Microsoft word', 'polarity': 'negative'}]"
275,275,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.","[{'term': 'usb ports', 'polarity': 'neutral'}, {'term': 'sd memory card reader', 'polarity': 'neutral'}, {'term': 'sd memory car expansion', 'polarity': 'neutral'}]"
276,276,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.","[{'term': 'LaCie 2Big external drive', 'polarity': 'neutral'}, {'term': 'firewire 800 interface', 'polarity': 'positive'}, {'term': 'Time Machine', 'polarity': 'neutral'}]"
277,277,"My Toshiba did not have sound on everything, just certain things.","[{'term': 'sound', 'polarity': 'negative'}]"
278,278,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","[{'term': 'extra features', 'polarity': 'positive'}, {'term': 'windows 7 home premium', 'polarity': 'positive'}]"
279,279,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,"[{'term': 'Acer screen', 'polarity': 'negative'}, {'term': 'USB port', 'polarity': 'negative'}, {'term': 'boot', 'polarity': 'negative'}]"
280,280,The battery life was shorter than expected.,"[{'term': 'battery life', 'polarity': 'negative'}]"
281,281,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,"[{'term': 'fires up', 'polarity': 'positive'}]"
282,282,The keyboard is top notch.,"[{'term': 'keyboard', 'polarity': 'positive'}]"
283,283,It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,"[{'term': 'software', 'polarity': 'negative'}]"
284,284,The online tutorial videos make it super easy to learn if you have always used a PC.,"[{'term': 'online tutorial videos', 'polarity': 'positive'}]"
285,285,"The image is great, and the soud is excelent.","[{'term': 'image', 'polarity': 'positive'}, {'term': 'soud', 'polarity': 'positive'}]"
286,286,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"[{'term': 'windows', 'polarity': 'negative'}, {'term': 'boot up', 'polarity': 'negative'}, {'term': 'shut down', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'negative'}]"
287,287,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,"[{'term': 'Mac OS', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
288,288,"It is well worth the money it cost, Very good investment.","[{'term': 'cost', 'polarity': 'positive'}]"
289,289,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;","[{'term': 'Windows 7 Starter', 'polarity': 'neutral'}, {'term': 'Windows 7 Home Premium', 'polarity': 'neutral'}, {'term': 'Windows 7 Professional', 'polarity': 'neutral'}]"
290,290,This computer had exactly the specifications I needed.,"[{'term': 'specifications', 'polarity': 'positive'}]"
291,291,My kids (and dogs) destroyed two power cords by pulling on them.,"[{'term': 'power cords', 'polarity': 'neutral'}]"
292,292,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.","[{'term': 'multi-touch features', 'polarity': 'positive'}]"
293,293,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.","[{'term': 'screen', 'polarity': 'negative'}, {'term': 'clicking buttons', 'polarity': 'negative'}]"
294,294,"Not to mention, the battery life is absolutely amazing.","[{'term': 'battery life', 'polarity': 'positive'}]"
295,295,Windows also shuts the computer down for no reason without warning.,"[{'term': 'Windows', 'polarity': 'negative'}]"
296,296,not using wired lan not sure what thats about.,"[{'term': 'wired lan', 'polarity': 'neutral'}]"
297,297,The macbook rarely requires a hard reboot.,"[{'term': 'hard reboot', 'polarity': 'conflict'}]"
298,298,Now for the hardware problems.,"[{'term': 'hardware', 'polarity': 'negative'}]"
299,299,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,"[{'term': 'hard drive', 'polarity': 'negative'}]"
300,300,It's fast and has excellent battery life.,"[{'term': 'battery life', 'polarity': 'positive'}]"
301,301,Apple care included.,"[{'term': 'Apple care', 'polarity': 'neutral'}]"
302,302,Features like the font are very block-like and old school.,"[{'term': 'font', 'polarity': 'negative'}, {'term': 'Features', 'polarity': 'negative'}]"
303,303,"It is loaded with programs that is of no good for the average user, that makes it run way to slow.","[{'term': 'programs', 'polarity': 'negative'}, {'term': 'run', 'polarity': 'negative'}]"
304,304,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.","[{'term': 'plastic\xa0pieces', 'polarity': 'negative'}]"
305,305,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.","[{'term': '2GB RAM stick', 'polarity': 'neutral'}]"
306,306,Windows is also rather unsteady on its feet and is susceptible to many bugs.,"[{'term': 'Windows', 'polarity': 'negative'}]"
307,307,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.","[{'term': 'Microsoft Word for Mac', 'polarity': 'neutral'}]"
308,308,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"[{'term': 'WARRANTY COMPANY', 'polarity': 'negative'}]"
309,309,then on top of it all their cusromer service center is in the middle east.,"[{'term': 'cusromer service center', 'polarity': 'negative'}]"
310,310,The only bad part is the size/weight.,"[{'term': 'size', 'polarity': 'negative'}, {'term': 'weight', 'polarity': 'negative'}]"
311,311,The little battery that it did have would only last about an hour while just having it on the desktop.,"[{'term': 'battery', 'polarity': 'negative'}]"
312,312,I liked the aluminum body.,"[{'term': 'aluminum body', 'polarity': 'positive'}]"
313,313,Its good for playing my apps on Facebook or watching movies.,"[{'term': 'watching movies', 'polarity': 'positive'}, {'term': 'playing', 'polarity': 'positive'}]"
314,314,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","[{'term': 'build quality', 'polarity': 'negative'}, {'term': 'performance', 'polarity': 'negative'}]"
315,315,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.","[{'term': 'dock', 'polarity': 'positive'}, {'term': 'program', 'polarity': 'neutral'}, {'term': 'program', 'polarity': 'positive'}]"
316,316,pretty much everything else about the computer is good it just stops working out of no were.,"[{'term': 'working', 'polarity': 'negative'}]"
317,317,It was truly a great computer costing less than one thousand bucks before tax.,"[{'term': 'costing', 'polarity': 'positive'}]"
318,318,"Waiting for the i7 was well worth it, great value for the price.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'i7', 'polarity': 'positive'}]"
319,319,"Now,,,,,my monitor has been acting up for about 2 months.","[{'term': 'monitor', 'polarity': 'negative'}]"
320,320,"Also, the extended warranty was a problem.","[{'term': 'extended warranty', 'polarity': 'negative'}]"
321,321,Boots up fast and runs great!,"[{'term': 'Boots up', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]"
322,322,Lightweight and the screen is beautiful!,"[{'term': 'screen', 'polarity': 'positive'}]"
323,323,I needed a driver for my HP and they would not help me with out me paying over $50 for it.,"[{'term': 'driver', 'polarity': 'neutral'}]"
324,324,"Call tech support, standard email the form and fax it back in to us.","[{'term': 'tech support', 'polarity': 'neutral'}]"
325,325,They sent it back with a huge crack in it and it still didn't work.,"[{'term': 'work', 'polarity': 'negative'}]"
326,326," A coupla months later, they change my hard drive.","[{'term': 'hard drive', 'polarity': 'negative'}]"
327,327,They say sorry out of warranty.,"[{'term': 'warranty', 'polarity': 'negative'}]"
328,328,I bought this laptop because of the performance to price ratio.,"[{'term': 'performance', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
329,329,PC never worked right even after BIOS fixed.,"[{'term': 'BIOS', 'polarity': 'negative'}]"
330,330,"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.","[{'term': 'design', 'polarity': 'positive'}, {'term': 'tech issues', 'polarity': 'positive'}]"
331,331,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,"[{'term': 'size', 'polarity': 'positive'}, {'term': 'space', 'polarity': 'negative'}]"
332,332,The service I received from Toshiba went above and beyond the call of duty.,"[{'term': 'service', 'polarity': 'positive'}]"
333,333,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","[{'term': 'memory', 'polarity': 'negative'}, {'term': 'speed', 'polarity': 'negative'}, {'term': 'priced', 'polarity': 'negative'}]"
334,334,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[{'term': 'internet speed', 'polarity': 'positive'}]"
335,335,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.","[{'term': 'programs', 'polarity': 'neutral'}, {'term': 'Garageband', 'polarity': 'neutral'}, {'term': 'Photo Booth', 'polarity': 'neutral'}, {'term': 'iPhoto', 'polarity': 'neutral'}, {'term': 'iMovie', 'polarity': 'neutral'}, {'term': 'video-editing', 'polarity': 'neutral'}, {'term': 'movie-making', 'polarity': 'neutral'}, {'term': 'photo management', 'polarity': 'neutral'}, {'term': 'music', 'polarity': 'neutral'}, {'term': 'Pages', 'polarity': 'neutral'}, {'term': 'Numbers', 'polarity': 'neutral'}, {'term': 'Keynote', 'polarity': 'neutral'}, {'term': 'school or office use', 'polarity': 'neutral'}]"
336,336,The screen shows great colors.,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'colors', 'polarity': 'positive'}]"
337,337,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","[{'term': 'value', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}]"
338,338,"I have no idea how to burn cd's or to use the web cam, just for starters.","[{'term': 'web cam', 'polarity': 'neutral'}, {'term': ""burn cd's"", 'polarity': 'neutral'}]"
339,339,"The 17 inch screen is very large, but the computer is very light.","[{'term': '17 inch screen', 'polarity': 'negative'}]"
340,340,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[{'term': 'support', 'polarity': 'negative'}]"
341,341,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.","[{'term': 'Bluetooth', 'polarity': 'neutral'}, {'term': 'Drivers/Applications DVD', 'polarity': 'neutral'}, {'term': 'Launch Manager', 'polarity': 'neutral'}]"
342,342,I also liked the glass screen.,"[{'term': 'glass screen', 'polarity': 'positive'}]"
343,343,The switchable graphic card is pretty sweet when you want gaming on the laptop.,"[{'term': 'switchable graphic card', 'polarity': 'positive'}, {'term': 'gaming', 'polarity': 'neutral'}]"
344,344,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.","[{'term': 'service', 'polarity': 'negative'}]"
345,345,"The battery life has not decreased since I bought it, so i'm thrilled with that.","[{'term': 'battery life', 'polarity': 'positive'}]"
346,346,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","[{'term': 'technical support', 'polarity': 'negative'}]"
347,347,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,"[{'term': 'BOOT MGR', 'polarity': 'neutral'}]"
348,348,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,"[{'term': 'recovery cd', 'polarity': 'negative'}]"
349,349,The price and features more than met my needs.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}]"
350,350,Skype is just so dang cool with this machine too.,"[{'term': 'Skype', 'polarity': 'positive'}]"
351,351,the mouse buttons are hard to push.,"[{'term': 'mouse buttons', 'polarity': 'negative'}]"
352,352,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.","[{'term': 'HDD', 'polarity': 'positive'}, {'term': 'rails', 'polarity': 'neutral'}, {'term': 'hard drive', 'polarity': 'neutral'}]"
353,353,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,"[{'term': 'quality', 'polarity': 'positive'}]"
354,354,"(Beware, their staff could send you back making you feel that only they know what a computer is.","[{'term': 'staff', 'polarity': 'negative'}]"
355,355,Games being the main issue.,"[{'term': 'Games', 'polarity': 'negative'}]"
356,356,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,"[{'term': 'GarageBand', 'polarity': 'neutral'}]"
357,357,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,"[{'term': 'warranty', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'neutral'}]"
358,358,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,"[{'term': 'price', 'polarity': 'negative'}]"
359,359,A great computer for light home use and business use.,"[{'term': 'home use', 'polarity': 'positive'}, {'term': 'business use', 'polarity': 'positive'}]"
360,360,"Even with virus protection, it always turned off when updates were needed and installed.","[{'term': 'virus protection', 'polarity': 'negative'}, {'term': 'updates', 'polarity': 'negative'}]"
361,361,"Also consider the MS Office apps are all trial versions, hope you have your own copies.","[{'term': 'MS Office apps', 'polarity': 'negative'}]"
362,362,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.","[{'term': 'feature', 'polarity': 'positive'}, {'term': 'Windows', 'polarity': 'positive'}, {'term': 'games', 'polarity': 'neutral'}]"
363,363,The battery life is amazingly long at 7hrs and 5hrs if you use it.,"[{'term': 'battery life', 'polarity': 'positive'}]"
364,364,"lightweight, long battery life, excellent transition from PC;","[{'term': 'battery life', 'polarity': 'positive'}]"
365,365,The price is another driving influence that made me purchase this laptop.,"[{'term': 'price', 'polarity': 'positive'}]"
366,366,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,"[{'term': 'Nortons virus scan', 'polarity': 'negative'}]"
367,367,It is stamped and not in pieces therefore it is a stronger more resilient frame.,"[{'term': 'frame', 'polarity': 'positive'}]"
368,368,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"[{'term': 'features', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
369,369,Came fully loaded - good.,"[{'term': 'loaded', 'polarity': 'positive'}]"
370,370,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.","[{'term': 'Windows 7', 'polarity': 'neutral'}, {'term': 'Vista', 'polarity': 'neutral'}, {'term': 'Vista', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'neutral'}]"
371,371,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.","[{'term': 'Windows XP', 'polarity': 'conflict'}, {'term': 'Vista', 'polarity': 'neutral'}]"
372,372,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.","[{'term': 'key broad', 'polarity': 'negative'}]"
373,373,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","[{'term': 'warranty', 'polarity': 'negative'}, {'term': 'repair ""depot""', 'polarity': 'negative'}]"
374,374,  But I needed a laptop for school use.,"[{'term': 'school use', 'polarity': 'neutral'}]"
375,375,This is the complete opposite to an ergonomic design.,"[{'term': 'design', 'polarity': 'negative'}]"
376,376,I would like at least a 4 hr. battery life.,"[{'term': 'battery life', 'polarity': 'neutral'}]"
377,377,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,"[{'term': 'programs', 'polarity': 'negative'}]"
378,378,"Wireless has not been a issue for me, like some others have meantioned.","[{'term': 'Wireless', 'polarity': 'positive'}]"
379,379,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.","[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'programs', 'polarity': 'negative'}]"
380,380,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.","[{'term': 'trackpad', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}, {'term': 'navigating', 'polarity': 'positive'}]"
381,381,I guess the only good thing that came out of these were the speakers and the subwoofer.,"[{'term': 'speakers', 'polarity': 'positive'}, {'term': 'subwoofer', 'polarity': 'positive'}]"
382,382,Theres a built in camera with special effects- for video and photography.,"[{'term': 'built in camera', 'polarity': 'positive'}]"
383,383,All for such a great price.,"[{'term': 'price', 'polarity': 'positive'}]"
384,384,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","[{'term': 'warranty', 'polarity': 'neutral'}]"
385,385,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"[{'term': 'left mouse key', 'polarity': 'negative'}, {'term': 'costed', 'polarity': 'neutral'}]"
386,386,It has good speed and plenty of hard drive space.,"[{'term': 'speed', 'polarity': 'positive'}, {'term': 'hard drive space', 'polarity': 'positive'}]"
387,387,Clear picture on it and everything.,"[{'term': 'picture', 'polarity': 'positive'}]"
388,388,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.","[{'term': 'extended warranty', 'polarity': 'neutral'}, {'term': 'extended warranties', 'polarity': 'neutral'}]"
389,389,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,"[{'term': 'battery', 'polarity': 'positive'}]"
390,390,"Screen is awesome, battery life is good.","[{'term': 'Screen', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]"
391,391,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,"[{'term': 'appearance', 'polarity': 'positive'}]"
392,392,The technical service for dell is so 3rd world it might as well not even bother.,"[{'term': 'technical service for dell', 'polarity': 'negative'}]"
393,393,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,"[{'term': 'graphics', 'polarity': 'negative'}, {'term': 'warranty', 'polarity': 'negative'}]"
394,394,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","[{'term': 'battery', 'polarity': 'negative'}]"
395,395,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.","[{'term': 'case', 'polarity': 'positive'}]"
396,396,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","[{'term': 'performance', 'polarity': 'neutral'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}, {'term': 'applications', 'polarity': 'positive'}]"
397,397,Excellent speed for processing data.,"[{'term': 'speed', 'polarity': 'positive'}]"
398,398,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,"[{'term': 'tech support', 'polarity': 'negative'}]"
399,399,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","[{'term': 'gaming', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
400,400,I was taught to use Photoshop and was amazed.,"[{'term': 'Photoshop', 'polarity': 'positive'}]"
401,401,Somehow the system clock got messed up after reboot.,"[{'term': 'system clock', 'polarity': 'negative'}]"
402,402,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.","[{'term': 'RAM', 'polarity': 'negative'}]"
403,403,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,"[{'term': 'securitysoftware', 'polarity': 'positive'}]"
404,404,"The driver updates don't fix the issue, very frustrating.","[{'term': 'driver updates', 'polarity': 'negative'}]"
405,405,I will never go back to Windows!,"[{'term': 'Windows', 'polarity': 'negative'}]"
406,406,It doesnt work worth a damn.,"[{'term': 'work', 'polarity': 'negative'}]"
407,407,It works really well.,"[{'term': 'works', 'polarity': 'positive'}]"
408,408,"Bigger HD, better graphics card, and a bid HD.","[{'term': 'HD', 'polarity': 'positive'}, {'term': 'HD', 'polarity': 'positive'}, {'term': 'graphics card', 'polarity': 'positive'}]"
409,409,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,"[{'term': 'built in camera', 'polarity': 'positive'}]"
410,410,"Mine came at $1,700 w/o a DVD burner (!).","[{'term': 'DVD burner', 'polarity': 'negative'}]"
411,411,The DVD burner broke after burning 3 DVD'd during that time!,"[{'term': 'DVD burner', 'polarity': 'negative'}]"
412,412,It works fine with our wireless and they've had not problems.,"[{'term': 'works', 'polarity': 'positive'}]"
413,413,But you must get the 15 inch.,"[{'term': '15 inch', 'polarity': 'positive'}]"
414,414,Product support very poor as each phone call costs me long distan,"[{'term': 'Product support', 'polarity': 'negative'}]"
415,415,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
416,416,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,"[{'term': 'casing of the power cord', 'polarity': 'negative'}]"
417,417,It does not keep internet signals no matter where you bring it.,"[{'term': 'internet signals', 'polarity': 'negative'}]"
418,418,It's a great product for a great price!,"[{'term': 'price', 'polarity': 'positive'}]"
419,419,"Again, the same problem, the right speaker did not work.","[{'term': 'right speaker', 'polarity': 'negative'}]"
420,420,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,"[{'term': 'price tag', 'polarity': 'conflict'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'updates', 'polarity': 'positive'}]"
421,421,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,"[{'term': 'multiple page viewer', 'polarity': 'positive'}]"
422,422,This was the 3rd day and part still had not been shipped.,"[{'term': 'shipped', 'polarity': 'negative'}]"
423,423,Keyboard good sized and wasy to use.,"[{'term': 'Keyboard', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
424,424,HP said it was out of warranty.,"[{'term': 'warranty', 'polarity': 'neutral'}]"
425,425,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.","[{'term': 'quality', 'polarity': 'negative'}]"
426,426,wonderful features.,"[{'term': 'features', 'polarity': 'positive'}]"
427,427,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,"[{'term': 'recovery disk', 'polarity': 'negative'}]"
428,428,Im glad that it has such great features in it.,"[{'term': 'features', 'polarity': 'positive'}]"
429,429,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,"[{'term': 'programs', 'polarity': 'positive'}, {'term': 'Office', 'polarity': 'negative'}, {'term': 'Office programs', 'polarity': 'neutral'}]"
430,430,Great wifi too.,"[{'term': 'wifi', 'polarity': 'positive'}]"
431,431,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.","[{'term': 'TYPING', 'polarity': 'negative'}]"
432,432,"  Only a few days after I received the computer back, the screen froze again.","[{'term': 'screen', 'polarity': 'negative'}]"
433,433,It is not ideal for children because of the temp.,"[{'term': 'temp', 'polarity': 'negative'}]"
434,434,Although i do believe that Windows operating system may be to fault for some of the problems.,"[{'term': 'Windows operating system', 'polarity': 'negative'}]"
435,435,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[{'term': 'OS', 'polarity': 'positive'}, {'term': 'processor speed', 'polarity': 'positive'}, {'term': 'thunderbolt port', 'polarity': 'positive'}]"
436,436,  The lcd screen stopped working on mine after 10 months.,"[{'term': 'lcd screen', 'polarity': 'negative'}]"
437,437,Images are crisp and clean.,"[{'term': 'Images', 'polarity': 'positive'}]"
438,438,although its windows vista compared to windows xp sucks.,"[{'term': 'windows vista', 'polarity': 'negative'}, {'term': 'windows xp', 'polarity': 'positive'}]"
439,439,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","[{'term': 'Vista', 'polarity': 'negative'}, {'term': 'Adobe Flash player', 'polarity': 'negative'}, {'term': 'Internet Explore', 'polarity': 'negative'}, {'term': 'Windows update', 'polarity': 'negative'}, {'term': 'update', 'polarity': 'negative'}]"
440,440,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[{'term': 'switch', 'polarity': 'negative'}, {'term': 'switch', 'polarity': 'negative'}]"
441,441,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10","[{'term': '4GB stick of RAM', 'polarity': 'positive'}]"
442,442,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"[{'term': 'hardrive', 'polarity': 'negative'}, {'term': 'touch control buttons', 'polarity': 'negative'}, {'term': 'keyboard', 'polarity': 'negative'}]"
