,Unnamed: 0,raw_text,aspectTerms
411,411,"But, they were too big for the bun.","[{'term': 'bun', 'polarity': 'neutral'}]"
412,412,"The food is fresh, delicious, and reasonably priced.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
413,413,Raga stands out with an interesting fusion of French and Indian cooking.,"[{'term': 'fusion of French and Indian cooking', 'polarity': 'positive'}]"
414,414,"A few tips: skip the turnip cake, roast pork buns and egg custards.","[{'term': 'turnip cake', 'polarity': 'negative'}, {'term': 'roast pork buns', 'polarity': 'negative'}, {'term': 'egg custards', 'polarity': 'negative'}]"
415,415,The bagels are fabulous.,"[{'term': 'bagels', 'polarity': 'positive'}]"
416,416,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","[{'term': 'seating in the garden', 'polarity': 'neutral'}, {'term': 'seats', 'polarity': 'neutral'}]"
417,417,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}, {'term': 'water', 'polarity': 'neutral'}]"
418,418,"The food was very good, a great deal, and the place its self was great.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
419,419,The food options rule.,"[{'term': 'food options', 'polarity': 'positive'}]"
420,420,A great choice at any cost and a great deal.,"[{'term': 'cost', 'polarity': 'positive'}]"
421,421,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","[{'term': 'pre-theatre 3-course dinner', 'polarity': 'neutral'}, {'term': 'wine flight', 'polarity': 'neutral'}]"
422,422,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}]"
423,423,"Their calzones are horrific, bad, vomit-inducing, YUCK.","[{'term': 'calzones', 'polarity': 'negative'}]"
424,424,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"[{'term': 'drink', 'polarity': 'neutral'}]"
425,425,The place itself is beautiful the bar scene seems to be happening.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'bar scene', 'polarity': 'positive'}]"
426,426,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.","[{'term': 'staff', 'polarity': 'positive'}]"
427,427,"Good spreads, great beverage selections and bagels really tasty.","[{'term': 'spreads', 'polarity': 'positive'}, {'term': 'beverage selections', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'positive'}]"
428,428,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'specials', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'negative'}]"
429,429,"Also, top the meal with a delicious and perfect slice of tiramisu.","[{'term': 'tiramisu', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'neutral'}]"
430,430,Check out the secret back room.,"[{'term': 'secret back room', 'polarity': 'positive'}]"
431,431,"It's also attached to Angel's Share, which is a cool, more romantic bar...","[{'term': 'bar', 'polarity': 'positive'}]"
432,432,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
433,433,Stick to the gulab jamun.,"[{'term': 'gulab jamun', 'polarity': 'positive'}]"
434,434,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}]"
435,435,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"[{'term': 'diner', 'polarity': 'neutral'}, {'term': 'wait staff', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}]"
436,436,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'positive'}]"
437,437,"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[{'term': 'dinner', 'polarity': 'neutral'}]"
438,438,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"[{'term': 'pig feet ginger simmered in black vinegar', 'polarity': 'positive'}, {'term': 'desserts with frog jelly', 'polarity': 'positive'}]"
439,439,The food is great and reasonably priced.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
440,440,I would definitely recommend SEA if you like thai cuisine!,"[{'term': 'thai cuisine', 'polarity': 'positive'}]"
441,441,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[{'term': 'crew', 'polarity': 'positive'}, {'term': 'host', 'polarity': 'positive'}]"
442,442,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","[{'term': 'round tables', 'polarity': 'positive'}, {'term': 'Taiwanese', 'polarity': 'positive'}]"
443,443,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[{'term': 'portion', 'polarity': 'conflict'}, {'term': 'french fries', 'polarity': 'positive'}]"
444,444,"It is the type of place to run into old friends and have a late, raucus dinner.","[{'term': 'dinner', 'polarity': 'positive'}]"
445,445,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'specials', 'polarity': 'positive'}, {'term': 'regular menu-fare', 'polarity': 'positive'}]"
446,446,Prices are in line.,"[{'term': 'Prices', 'polarity': 'neutral'}]"
447,447,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","[{'term': 'fresh tomato sauce', 'polarity': 'positive'}, {'term': 'fresh mozz cheese', 'polarity': 'positive'}, {'term': 'basil', 'polarity': 'positive'}, {'term': 'dough', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'flour', 'polarity': 'positive'}]"
448,448,The food is prepared quickly and efficiently.,"[{'term': 'food', 'polarity': 'positive'}]"
449,449,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","[{'term': 'Indian food', 'polarity': 'positive'}, {'term': 'Paneer Roll', 'polarity': 'positive'}]"
450,450,The food looked very appetizing and delicious since it came on a variety of fancy plates.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'plates', 'polarity': 'positive'}]"
451,451,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"[{'term': 'fresh mozzerella slices', 'polarity': 'positive'}, {'term': 'Plain Cheese slice', 'polarity': 'positive'}]"
452,452,"The food is terrible and overall, I would have to say avoid at all costs.","[{'term': 'food', 'polarity': 'negative'}]"
453,453,"Unfortunately, the food was NOT something to get worked up about.","[{'term': 'food', 'polarity': 'negative'}]"
454,454,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","[{'term': 'food', 'polarity': 'positive'}]"
455,455,I had Filet Mignon with garlic mash.,"[{'term': 'Filet Mignon with garlic mash', 'polarity': 'neutral'}]"
456,456,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[{'term': 'pre-theater menu', 'polarity': 'positive'}, {'term': 'roasted tomato soup with chevre', 'polarity': 'positive'}, {'term': 'steak frites', 'polarity': 'positive'}, {'term': 'creme brulee', 'polarity': 'positive'}]"
457,457,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","[{'term': 'waitstaff', 'polarity': 'positive'}]"
458,458,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[{'term': 'bread', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'margarite pizza with cold prosciutto and baby arugula on top', 'polarity': 'neutral'}, {'term': 'salad', 'polarity': 'neutral'}, {'term': ""Peter's Favourite pizza with prosciutto and baby arugula"", 'polarity': 'neutral'}]"
459,459,"Yes, the prices are high, but I felt it was worth it.","[{'term': 'prices', 'polarity': 'conflict'}]"
460,460,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[{'term': 'bruschettas', 'polarity': 'positive'}, {'term': 'paninis', 'polarity': 'positive'}, {'term': 'tramezzinis', 'polarity': 'positive'}]"
461,461,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[{'term': 'waiters', 'polarity': 'positive'}, {'term': 'diners', 'polarity': 'neutral'}]"
462,462,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[{'term': 'chef', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'cuisine', 'polarity': 'neutral'}, {'term': 'Indian', 'polarity': 'positive'}]"
463,463,The owner truly caters to all your needs.,"[{'term': 'owner', 'polarity': 'positive'}]"
464,464,He takes real pride in his food and his business.,"[{'term': 'food', 'polarity': 'positive'}]"
465,465,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'pre-theater prix-fixe', 'polarity': 'positive'}]"
466,466,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'dining', 'polarity': 'positive'}]"
467,467,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'fried chicken', 'polarity': 'neutral'}, {'term': 'pork chop', 'polarity': 'neutral'}, {'term': 'noodle dishes', 'polarity': 'neutral'}]"
468,468,I cannot imagine better Indian food in all of the city.,"[{'term': 'Indian food', 'polarity': 'positive'}]"
469,469,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[{'term': 'privacy', 'polarity': 'positive'}, {'term': 'corner booth table', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
470,470,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[{'term': 'manager', 'polarity': 'negative'}, {'term': 'open faced cheese sandwich', 'polarity': 'neutral'}]"
471,471,very good breads as well.,"[{'term': 'breads', 'polarity': 'positive'}]"
472,472,"if this happens, just ask for real naan.","[{'term': 'naan', 'polarity': 'neutral'}]"
473,473,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[{'term': 'squid', 'polarity': 'negative'}, {'term': 'half-price Saturday night option', 'polarity': 'positive'}]"
474,474,"Pizza is terrific, as is homemade pasta.","[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'homemade pasta', 'polarity': 'positive'}]"
475,475,This is a wonderful place on all stand points especially value ofr money.,"[{'term': 'value ofr money', 'polarity': 'positive'}]"
476,476,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,"[{'term': 'soup', 'polarity': 'positive'}, {'term': 'mushrooms', 'polarity': 'positive'}]"
477,477,"Service is not exactly five star, but thats not really a big deal.","[{'term': 'Service', 'polarity': 'conflict'}]"
478,478,There are other people waiting!,"[{'term': 'waiting', 'polarity': 'negative'}]"
479,479,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[{'term': 'beginning appetizers', 'polarity': 'positive'}, {'term': 'scallops', 'polarity': 'positive'}, {'term': 'chocolate souffle with rasberry mint sorbet', 'polarity': 'positive'}, {'term': 'taste', 'polarity': 'positive'}]"
480,480,Consistently good Japanese Tapas.,"[{'term': 'Japanese Tapas', 'polarity': 'positive'}]"
481,481,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'positive'}, {'term': 'seaweed', 'polarity': 'positive'}]"
482,482,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'lamb sausages', 'polarity': 'positive'}, {'term': 'sardines with biscuits', 'polarity': 'positive'}, {'term': 'large whole shrimp', 'polarity': 'positive'}, {'term': 'pistachio ice cream', 'polarity': 'positive'}]"
483,483,The food is reliable and the price is moderate.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'neutral'}]"
484,484,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
485,485,The server was really cool and served us our food and drinks with a smile.,"[{'term': 'server', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'drinks', 'polarity': 'neutral'}, {'term': 'served', 'polarity': 'positive'}]"
486,486,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"[{'term': 'food', 'polarity': 'neutral'}]"
487,487,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'thai food', 'polarity': 'positive'}]"
488,488,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[{'term': 'Chef', 'polarity': 'negative'}]"
489,489,I had to share my table with a loud group of kids and the service was rude an unattentive.,"[{'term': 'service', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}]"
490,490,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[{'term': 'garlic', 'polarity': 'positive'}, {'term': 'fresh tomatoes', 'polarity': 'positive'}, {'term': 'sauce on the pizza', 'polarity': 'positive'}]"
491,491,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[{'term': 'outdoor seating', 'polarity': 'positive'}]"
492,492,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","[{'term': 'mesclun', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}, {'term': 'ice cream', 'polarity': 'positive'}, {'term': 'courses', 'polarity': 'positive'}]"
493,493,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"[{'term': 'wait', 'polarity': 'neutral'}]"
494,494,The food is usually good but it certainly isn't a relaxing place to go.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
495,495,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'bistro fare', 'polarity': 'positive'}, {'term': 'chilaquiles', 'polarity': 'positive'}, {'term': 'jazz brunch', 'polarity': 'positive'}, {'term': 'live jazz', 'polarity': 'positive'}]"
496,496,The prices were fantastic.,"[{'term': 'prices', 'polarity': 'positive'}]"
497,497,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[{'term': 'bill', 'polarity': 'conflict'}, {'term': 'measures of liquers', 'polarity': 'positive'}]"
498,498,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","[{'term': 'table service', 'polarity': 'conflict'}, {'term': 'service', 'polarity': 'neutral'}]"
499,499,"It's not mind-blowing, but to me, thai food never is and never will be.","[{'term': 'thai food', 'polarity': 'neutral'}]"
500,500,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[{'term': 'Food', 'polarity': 'positive'}, {'term': 'pork belly', 'polarity': 'negative'}, {'term': 'fat', 'polarity': 'negative'}]"
501,501,"i've been to sapphire twice and both times the food was fine, if not good.","[{'term': 'food', 'polarity': 'positive'}]"
502,502,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[{'term': 'tables', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
503,503,I love the fact that the pizza tastes so good and is so cheap.,"[{'term': 'pizza', 'polarity': 'positive'}]"
504,504,Nicky the Nose at the bar is a treat.,"[{'term': 'bar', 'polarity': 'neutral'}]"
505,505,"Service was prompt, friendly and great.","[{'term': 'Service', 'polarity': 'positive'}]"
506,506,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[{'term': 'lamb chop', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}, {'term': 'lemon', 'polarity': 'positive'}, {'term': 'extra virgnin olive oil', 'polarity': 'positive'}]"
507,507,The sushi was awful!,"[{'term': 'sushi', 'polarity': 'negative'}]"
508,508,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'cost', 'polarity': 'conflict'}, {'term': 'dishes', 'polarity': 'positive'}]"
509,509,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[{'term': 'Pastrami sandwich', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}, {'term': 'pickles', 'polarity': 'positive'}]"
510,510,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[{'term': 'plain pizza', 'polarity': 'negative'}, {'term': 'truffle oil', 'polarity': 'neutral'}, {'term': 'wild mushroom(third generation-Fornini) pizza', 'polarity': 'positive'}]"
511,511,"Late nite omelletes are not good here, there is no variety!","[{'term': 'omelletes', 'polarity': 'negative'}]"
512,512,"After all that, they complained to me about the small tip.","[{'term': 'tip', 'polarity': 'negative'}]"
513,513,It's a great place to pick up a cheap lunch or dinner.,"[{'term': 'lunch', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]"
514,514,"Behind this counter, two men are squeezed in.","[{'term': 'counter', 'polarity': 'negative'}]"
515,515,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'Sushi fix', 'polarity': 'positive'}]"
516,516,"Our waitress was sweet and accomodating, not overbearing.","[{'term': 'waitress', 'polarity': 'positive'}]"
517,517,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[{'term': 'reservation sigh', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'negative'}]"
518,518,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[{'term': 'food', 'polarity': 'negative'}]"
519,519,The website and rating makes this place look wonderful but in reality it was very disappointing.,"[{'term': 'place', 'polarity': 'conflict'}]"
520,520,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[{'term': 'menu', 'polarity': 'negative'}, {'term': 'food art', 'polarity': 'positive'}]"
521,521,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]"
522,522,"A large is $20, and toppings are about $3 each.","[{'term': 'toppings', 'polarity': 'neutral'}]"
523,523,brick oven gallery is My pick for best pizza restaurant anywhere.,"[{'term': 'pizza', 'polarity': 'positive'}]"
524,524,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
525,525,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.","[{'term': 'Thai food', 'polarity': 'negative'}]"
526,526,"Growing up in NY, I have eaten my share of bagels.","[{'term': 'bagels', 'polarity': 'neutral'}]"
527,527,"Oh, don't even let me start with how expensive the bills were!","[{'term': 'bills', 'polarity': 'negative'}]"
528,528,The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[{'term': 'scallion pancakes', 'polarity': 'neutral'}, {'term': 'fried dumplings', 'polarity': 'neutral'}]"
529,529,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[{'term': 'appetizers', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'pasta', 'polarity': 'positive'}]"
530,530,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[{'term': 'table', 'polarity': 'negative'}, {'term': 'served', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}, {'term': 'served', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'negative'}]"
531,531,Service is top notch.,"[{'term': 'Service', 'polarity': 'positive'}]"
532,532,The food now is inconsistent.,"[{'term': 'food', 'polarity': 'negative'}]"
533,533,"You can also special order any kind of dumpling,etc.","[{'term': 'dumpling', 'polarity': 'positive'}]"
534,534,I was pretty much full after our fondue appetizer.,"[{'term': 'fondue appetizer', 'polarity': 'neutral'}]"
535,535,BE CAREFUL before you request extra spice.,"[{'term': 'spice', 'polarity': 'neutral'}]"
536,536,The octopus eaters were floored by the Octopus salad.,"[{'term': 'Octopus salad', 'polarity': 'positive'}]"
537,537,We thought that this place is using too much of MSG cooking in the foods.,"[{'term': 'foods', 'polarity': 'negative'}, {'term': 'MSG cooking', 'polarity': 'negative'}]"
538,538,And the Tom Kha soup was pathetic.,"[{'term': 'Tom Kha soup', 'polarity': 'negative'}]"
539,539,I started out with a Bombay beer which was big enough for two.,"[{'term': 'Bombay beer', 'polarity': 'positive'}]"
540,540,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'dining hall', 'polarity': 'positive'}, {'term': 'semi-private boths', 'polarity': 'positive'}]"
541,541,Service was quick.,"[{'term': 'Service', 'polarity': 'positive'}]"
542,542,Drawbacks: service is slow and they don't toast!,"[{'term': 'service', 'polarity': 'negative'}]"
543,543,Went there for an office lunch.,"[{'term': 'office lunch', 'polarity': 'neutral'}]"
544,544,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[{'term': 'sweet lassi', 'polarity': 'positive'}, {'term': 'lamb chettinad', 'polarity': 'positive'}, {'term': 'garlic naan', 'polarity': 'positive'}, {'term': 'rasamalai', 'polarity': 'negative'}]"
545,545,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[{'term': 'bistro fare', 'polarity': 'positive'}, {'term': 'chef', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
546,546,The best thing I tasted were the lambchops.,"[{'term': 'lambchops', 'polarity': 'positive'}]"
547,547,The spicy tuna and salmon are the best we've ever had.,"[{'term': 'spicy tuna', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}]"
548,548,"Even though its good seafood, the prices are too high.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'negative'}]"
549,549,"In addition, the food is very good and the prices are reasonable.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
550,550,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[{'term': 'owners', 'polarity': 'positive'}, {'term': 'hosts', 'polarity': 'positive'}]"
551,551,Been going here since it opened have seen the quality value decrease considerably.,"[{'term': 'quality value', 'polarity': 'negative'}]"
552,552,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[{'term': 'Meat dishes', 'polarity': 'neutral'}, {'term': 'vegetarian-friendly choices', 'polarity': 'positive'}]"
553,553,Reasonable prices.,"[{'term': 'prices', 'polarity': 'positive'}]"
554,554,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[{'term': 'amuse bouche', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
555,555,"Try the crunchy tuna, it is to die for.","[{'term': 'crunchy tuna', 'polarity': 'positive'}]"
556,556,It won't break the bank but I also wouldnt come back for the food.,"[{'term': 'food', 'polarity': 'negative'}]"
557,557,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[{'term': 'sushi', 'polarity': 'positive'}]"
558,558,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[{'term': 'live entertainment', 'polarity': 'positive'}, {'term': 'special effects', 'polarity': 'positive'}]"
559,559,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]"
560,560,"No refills on fountain drinks, though.","[{'term': 'fountain drinks', 'polarity': 'negative'}]"
561,561,Wow over 100 beers to choose from.,"[{'term': 'beers', 'polarity': 'positive'}]"
562,562,Be careful of portions - they're HUGE.,"[{'term': 'portions', 'polarity': 'positive'}]"
563,563,"The Steak Tartare is a great bet, they fix it for you at the table.","[{'term': 'Steak Tartare', 'polarity': 'positive'}]"
564,564,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[{'term': 'Crab Croquette apt', 'polarity': 'negative'}]"
565,565,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"[{'term': 'waiter', 'polarity': 'positive'}]"
566,566,Did I mention the wine?,"[{'term': 'wine', 'polarity': 'neutral'}]"
567,567,"Plus, on Wednesday nights the house wine is unlimited!","[{'term': 'house wine', 'polarity': 'positive'}]"
568,568,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[{'term': 'bread', 'polarity': 'negative'}]"
569,569,The dim sum servings here are a bit larger than I'm used to.,"[{'term': 'dim sum servings', 'polarity': 'neutral'}]"
570,570,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[{'term': 'management', 'polarity': 'neutral'}, {'term': 'door', 'polarity': 'positive'}, {'term': 'glass front', 'polarity': 'negative'}]"
571,571,We won't go to this place again for a good meal.,"[{'term': 'meal', 'polarity': 'negative'}]"
572,572,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[{'term': 'Barbecued codfish', 'polarity': 'positive'}, {'term': 'seasoning', 'polarity': 'negative'}, {'term': 'texture', 'polarity': 'conflict'}, {'term': 'spice rub', 'polarity': 'negative'}, {'term': 'herb mix', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]"
573,573,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","[{'term': 'dance floor', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}]"
574,574,Taj Mahal offeres gret value and great food.,"[{'term': 'value', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
575,575,Has the chef and owner changed???,"[{'term': 'chef', 'polarity': 'neutral'}, {'term': 'owner', 'polarity': 'neutral'}]"
576,576,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"[{'term': 'dinner', 'polarity': 'positive'}]"
