,Unnamed: 0,raw_text,aspectTerms
187,1906,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","[{'term': 'dim sum', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'neutral'}, {'term': 'dish', 'polarity': 'neutral'}]"
188,1907,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.","[{'term': 'drinks', 'polarity': 'negative'}, {'term': 'bars', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'positive'}]"
189,1908,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","[{'term': 'stuff', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
190,1909,"The food arrived 20 minutes after I called, cold and soggy.","[{'term': 'food', 'polarity': 'negative'}]"
191,1910,"If you go for the pre-theatre menu, it's an even greater deal.","[{'term': 'pre-theatre menu', 'polarity': 'positive'}]"
192,1911,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'vegetables', 'polarity': 'positive'}, {'term': 'portion size', 'polarity': 'negative'}]"
193,1912,"The prices cannot be beat for the quality, quantity, freshness and taste.","[{'term': 'prices', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}, {'term': 'quantity', 'polarity': 'positive'}, {'term': 'freshness', 'polarity': 'positive'}, {'term': 'taste', 'polarity': 'positive'}]"
194,1913,"Check it out, it won't hurt your stomach or your wallet.","[{'term': 'stomach', 'polarity': 'positive'}, {'term': 'wallet', 'polarity': 'positive'}]"
195,1914,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!","[{'term': 'Gnochi', 'polarity': 'positive'}]"
196,1915,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"[{'term': 'SERVICE', 'polarity': 'negative'}, {'term': 'FOOD QUALITY', 'polarity': 'negative'}, {'term': 'PRICES', 'polarity': 'negative'}]"
197,1916,I have been about 4 times and have always had a great meal.,"[{'term': 'meal', 'polarity': 'positive'}]"
198,1917,I go back in line like three times on average until I can't walk anymore.,"[{'term': 'line', 'polarity': 'negative'}]"
199,1918,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"[{'term': 'dinner specials', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
200,1919,Horrible food and Horrible service.,"[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
201,1920,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,"[{'term': 'wine', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'positive'}, {'term': 'fondue', 'polarity': 'positive'}, {'term': 'table grilling', 'polarity': 'positive'}]"
202,1921,They treated us well and the food was extremely fresh and well-prepared.,"[{'term': 'food', 'polarity': 'positive'}]"
203,1922,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,"[{'term': 'exotic salad', 'polarity': 'positive'}, {'term': 'green salad', 'polarity': 'positive'}, {'term': 'sweet basil fried tofu', 'polarity': 'positive'}, {'term': 'peanut sauce', 'polarity': 'positive'}]"
204,1923,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"[{'term': 'TOASTING', 'polarity': 'negative'}]"
205,1924,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
206,1925,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[{'term': 'service', 'polarity': 'positive'}]"
207,1926,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'wine', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'neutral'}]"
208,1927,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","[{'term': 'chicken', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'lamb sandwhich', 'polarity': 'positive'}]"
209,1928,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,"[{'term': 'dim sum dish', 'polarity': 'negative'}]"
210,1929,No you're going to go back because the food was good.,"[{'term': 'food', 'polarity': 'positive'}]"
211,1930,The food was great and the service was even better.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
212,1931,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","[{'term': 'rice', 'polarity': 'positive'}, {'term': 'entrees', 'polarity': 'positive'}]"
213,1932,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"[{'term': 'Traditional French decour', 'polarity': 'positive'}, {'term': 'hall', 'polarity': 'negative'}]"
214,1933,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,"[{'term': 'fish', 'polarity': 'positive'}, {'term': 'sushi chef', 'polarity': 'positive'}, {'term': 'wasabi', 'polarity': 'positive'}, {'term': 'soy sauce', 'polarity': 'positive'}, {'term': 'sea salt', 'polarity': 'positive'}]"
215,1934,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","[{'term': 'burgers', 'polarity': 'negative'}]"
216,1935,My son and his girlfriend both wanted cheeseburgers and they were huge!,"[{'term': 'cheeseburgers', 'polarity': 'positive'}]"
217,1936,I really recommend the very simple Unda (Egg) rolls.,"[{'term': 'Unda (Egg) rolls', 'polarity': 'positive'}]"
218,1937,Very good wine choices.,"[{'term': 'wine choices', 'polarity': 'positive'}]"
219,1938,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.","[{'term': 'Jazz', 'polarity': 'positive'}]"
220,1939,We were seated and ignored by waitstaff.,"[{'term': 'waitstaff', 'polarity': 'negative'}]"
221,1940,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","[{'term': 'lazy susans', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}]"
222,1941,They showed up 15 minutes after the tuna melt.,"[{'term': 'tuna', 'polarity': 'positive'}]"
223,1942,"Tasty steak, pork loin, the works.","[{'term': 'steak', 'polarity': 'positive'}, {'term': 'pork loin', 'polarity': 'positive'}]"
224,1943,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,"[{'term': 'table', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'negative'}]"
225,1944,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"[{'term': 'setting', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
226,1945,"The burger was great, also.","[{'term': 'burger', 'polarity': 'positive'}]"
227,1946,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.","[{'term': 'discount', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
228,1947,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
229,1948,The pizza was great.,"[{'term': 'pizza', 'polarity': 'positive'}]"
230,1949,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"[{'term': 'Edamame pureed', 'polarity': 'positive'}]"
231,1950,"however, it's the service that leaves a bad taste in my mouth.","[{'term': 'service', 'polarity': 'negative'}]"
232,1951,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.","[{'term': 'specials', 'polarity': 'neutral'}]"
233,1952,The price was extremely reasonable for the appetizers and food we ate.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
234,1953,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","[{'term': 'vegetarian dishes', 'polarity': 'negative'}, {'term': 'non-veg selections', 'polarity': 'positive'}]"
235,1954,Kenny the owner is always there and he treats my family like we are part of his family.,"[{'term': 'owner', 'polarity': 'positive'}]"
236,1955,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
237,1956,I've had to wait only a few times during lunch but this place is definitely worth the wait.,"[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'positive'}]"
238,1957,All in all the food was above average and I would return to see how they operate with four or less dinners.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'dinners', 'polarity': 'neutral'}]"
239,1958,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'lunch buffet', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]"
240,1959,"For appetizers, I recommend the shrimp fritters and dumplings.","[{'term': 'appetizers', 'polarity': 'neutral'}, {'term': 'shrimp fritters', 'polarity': 'positive'}, {'term': 'dumplings', 'polarity': 'positive'}]"
241,1960,Such nice people working here - but I have to review the food.,"[{'term': 'people', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}]"
242,1961,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.","[{'term': 'spot lights', 'polarity': 'negative'}]"
243,1962,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),"[{'term': 'Times Square cocktail', 'polarity': 'positive'}, {'term': 'ginger lemonade with vodka', 'polarity': 'positive'}]"
244,1963,Veal Parmigana - Better than Patsy's!,"[{'term': 'Veal Parmigana', 'polarity': 'positive'}]"
245,1964,"Great wine, great food.","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
246,1965,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.","[{'term': 'service', 'polarity': 'neutral'}, {'term': 'air conditioning', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'negative'}]"
247,1966,The food and staff always surprise me with the new heights they are taken to.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
248,1967,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,"[{'term': 'pizza', 'polarity': 'neutral'}]"
249,1968,honestly the worst sushi my husband and i had in our entire lives.,"[{'term': 'sushi', 'polarity': 'negative'}]"
250,1969,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'negative'}]"
251,1970,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,"[{'term': 'sichuan cooking', 'polarity': 'positive'}, {'term': 'chongqing hotpot', 'polarity': 'positive'}]"
252,1971,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,"[{'term': 'table', 'polarity': 'negative'}, {'term': 'waiter traffic', 'polarity': 'negative'}, {'term': 'dinner plates', 'polarity': 'negative'}]"
253,1972,"Sake collection was excellent (Try Nanbu Bijin), but pricy.","[{'term': 'Sake collection', 'polarity': 'conflict'}, {'term': 'Nanbu Bijin', 'polarity': 'positive'}]"
254,1973,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,"[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'chicken in curry sauc', 'polarity': 'positive'}, {'term': 'salmon caserole', 'polarity': 'positive'}]"
255,1974,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.","[{'term': 'Angry Lobster', 'polarity': 'positive'}, {'term': 'cold lobster salad', 'polarity': 'positive'}]"
256,1975,"Ask for Usha, the nicest bartender in manhattan.","[{'term': 'bartender', 'polarity': 'positive'}]"
257,1976,The service is outstanding and my crab-cake eggs benedict could not have been better.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'crab-cake eggs benedict', 'polarity': 'positive'}]"
258,1977,The place's decor and hidden bathrooms made for a good laugh.,"[{'term': 'decor', 'polarity': 'positive'}, {'term': 'bathrooms', 'polarity': 'positive'}]"
259,1978,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","[{'term': 'location', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
260,1979,A wonderful place!,"[{'term': 'place', 'polarity': 'positive'}]"
261,1980,Service was on par but not wonderful.,"[{'term': 'Service', 'polarity': 'conflict'}]"
262,1981,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,"[{'term': 'Deliveries', 'polarity': 'negative'}, {'term': 'prices', 'polarity': 'negative'}]"
263,1982,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,"[{'term': 'place', 'polarity': 'negative'}]"
264,1983,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,"[{'term': 'hot dogs', 'polarity': 'neutral'}, {'term': 'menu', 'polarity': 'neutral'}]"
265,1984,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.","[{'term': 'chicken with garlic sauce', 'polarity': 'neutral'}, {'term': 'chicken with black bean sauce', 'polarity': 'neutral'}, {'term': 'hunan chicken', 'polarity': 'neutral'}]"
266,1985,"Because of the delicate thin crust, take-out pies get soggy in their boxes.","[{'term': 'take-out pies', 'polarity': 'negative'}, {'term': 'crust', 'polarity': 'negative'}]"
267,1986,The dish had like 6 pieces of beef in it.,"[{'term': 'dish', 'polarity': 'neutral'}, {'term': 'beef', 'polarity': 'neutral'}]"
268,1987,We got in line and were served while in line a bannan fritter.,"[{'term': 'bannan fritter', 'polarity': 'neutral'}, {'term': 'served', 'polarity': 'neutral'}]"
269,1988,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.","[{'term': 'rice', 'polarity': 'neutral'}, {'term': 'water', 'polarity': 'neutral'}]"
270,1989,This place is always very crowded and popular.,"[{'term': 'place', 'polarity': 'positive'}]"
271,1990,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,"[{'term': 'Appetizers', 'polarity': 'neutral'}, {'term': 'main dishes', 'polarity': 'neutral'}]"
272,1991,My wife and I went to Orsay for Valentine's dinner.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
273,1992,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'atmosphere', 'polarity': 'neutral'}]"
274,1993,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"[{'term': 'mascarpone with chocolate chip', 'polarity': 'conflict'}]"
275,1994,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.","[{'term': 'manager', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'neutral'}]"
276,1995,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.","[{'term': 'appetizers', 'polarity': 'neutral'}]"
277,1996,I've had pizza both times and the caprese salad appetizer.,"[{'term': 'pizza', 'polarity': 'neutral'}, {'term': 'caprese salad appetizer', 'polarity': 'neutral'}]"
278,1997,He was terribly thirsty after the meal too.,"[{'term': 'meal', 'polarity': 'negative'}]"
279,1998,"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.","[{'term': 'Half-Price Saturday Night Special', 'polarity': 'neutral'}]"
280,1999,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'value', 'polarity': 'neutral'}]"
281,2000,The selection changes frequently but the basic dishes are always available.,"[{'term': 'selection', 'polarity': 'neutral'}, {'term': 'basic dishes', 'polarity': 'neutral'}]"
282,2001,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,"[{'term': 'soup', 'polarity': 'positive'}, {'term': 'nosh (pastrami sandwich)', 'polarity': 'positive'}]"
283,2002,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,"[{'term': 'lunch', 'polarity': 'neutral'}]"
284,2003,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,"[{'term': 'Christmas dinner', 'polarity': 'neutral'}]"
285,2004,I grew up on these bagels.,"[{'term': 'bagels', 'polarity': 'positive'}]"
286,2005,We were told that they were booked solid and no other table was available.,"[{'term': 'table', 'polarity': 'negative'}]"
287,2006,The restaraurant is very small so reservations are a must.,"[{'term': 'reservations', 'polarity': 'neutral'}]"
288,2007,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.","[{'term': 'hostess', 'polarity': 'negative'}, {'term': 'busboy', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'neutral'}]"
289,2008,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,"[{'term': 'pizza', 'polarity': 'negative'}]"
290,2009,then we ordered a dinosaur rolls and white tuna sashimi.,"[{'term': 'dinosaur rolls', 'polarity': 'neutral'}, {'term': 'white tuna sashimi', 'polarity': 'neutral'}]"
291,2010,I'm partial to the Gnocchi.,"[{'term': 'Gnocchi', 'polarity': 'positive'}]"
292,2011,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,"[{'term': 'reservation', 'polarity': 'neutral'}]"
293,2012,"Note that they do not serve beer, you must bring your own.","[{'term': 'beer', 'polarity': 'negative'}]"
294,2013,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,"[{'term': 'bar', 'polarity': 'neutral'}]"
295,2014,"The service was typical short-order, dinner type.","[{'term': 'service', 'polarity': 'neutral'}]"
296,2015,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.","[{'term': 'bottle of sake', 'polarity': 'neutral'}, {'term': 'edamames', 'polarity': 'neutral'}, {'term': 'sushi plate', 'polarity': 'neutral'}, {'term': 'sashimi', 'polarity': 'neutral'}]"
297,2016,I can't believe people complain about no cheese sticks?,"[{'term': 'cheese sticks', 'polarity': 'neutral'}]"
298,2017,"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.","[{'term': 'appetizers', 'polarity': 'positive'}, {'term': 'dim sum', 'polarity': 'positive'}, {'term': 'foods', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
299,2018,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.","[{'term': 'table', 'polarity': 'neutral'}, {'term': 'pot of boiling water', 'polarity': 'neutral'}, {'term': 'meats', 'polarity': 'neutral'}, {'term': 'vegetables', 'polarity': 'neutral'}, {'term': 'rice', 'polarity': 'neutral'}, {'term': 'glass noodles', 'polarity': 'neutral'}]"
